Гостомысл;Величанский;76;
Милонег;Остроумов;60;
Ратибор;Митропольский;44;
Ярополк;Градов;37;
Велимудр;Оболенский;70;
Гостомысл;Максимов;64;
Велимудр;Зарницкий;18;
Всеволод;Никольский;52;
Доброжир;Кирсанов;24;
Доброжир;Зарницкий;21;
Милонег;Оболенский;69;
Всеволод;Зарницкий;72;
Гостомысл;Максимов;28;
Святослав;Алмазов;40;
Гостомысл;Орлов/Орловский;32;
Богдан;Кирсанов;34;
Гостомысл;Дубровский;58;
Святослав;Оболенский;19;
Доброжир;Зарницкий;46;
Доброжир;Орлов/Орловский;58;
Богдан;Орлов/Орловский;74;
Любомила;Кирсанов;39;
Миролюб;Алмазов;65;
Путислав;Митропольский;54;
Светозар;Воронцов;22;
Святослав;Орлов/Орловский;64;
Доброгнева;Ковалевский;73;
Любомила;Градов;53;
Доброгнева;Зарницкий;38;
Ярополк;Зарницкий;18;
Ярополк;Воронцов;31;
Тихомир;Дубровский;43;
Доброгнева;Ковалевский;58;
Путислав;Воронцов;64;
Путислав;Оболенский;49;
Путислав;Величанский;24;
Доброгнева;Величанский;41;
Ратибор;Ковалевский;50;
Гостомысл;Оболенский;36;
Велимудр;Болконский;66;
Доброгнева;Белинский;27;
Тихомир;Белинский;68;
Доброжир;Лазарев;34;
Тихомир;Зарницкий;67;
Любомила;Болконский;72;
Доброгнева;Никольский;26;
Богдан;Митропольский;36;
Велимудр;Болконский;59;
Ярополк;Митропольский;58;
